advertiser,campaign_name,campaign_id,category,start_date,impressions,clicks
Birds Eye,ORD-00298551_Birds Eye Peas - Zenith - March - April,2277873,Food,2026-01-01,683564,148
Beko,ORD-00293616_Beko_RunningTotal_GFKitchenvalue2025,1973988,Tech,2025-01-01,682792,0
Jaguar Landrover,ORD-00295165_Direct _JLR_He&S_Multibrand_Q3-2026_LD,2074264,Motoring,2025-01-01,674278,2606
Holiday Property Bond,"HPB x RT, OLI, GF, GW report - ORD-00293737",2055336,Travel,2025-01-01,673125,8112
The Walt Disney Company,PG_Disney+_Amanda Knox_Video RT,2249392,Entertainment,2025-01-01,672664,7896
The Walt Disney Company,PG_Disney+_Amanda Knox_Video RT,2249392,Entertainment,2025-01-01,670521,7937
Tesco,ORD-00288310_Tesco Whoosh - September 2024 Campaign,1773458,Supermarket,2024-01-01,669885,12000
Visa, PG_Visa_Q4_2025_Decembe,2216277,Retail,2025-01-01,669881,5657
Visa,PG_Visa_Q4_2025_December&January,2221526,Retail,2025-01-01,669858,5657
Marks & Spencer,ORD-00290864 Direct-M&S-Mindshare- Xmas digital - 4th November - 28th November,1876342,Food,2024-01-01,666725,7215
Marks & Spencer,ORD-00297227_Direct_Digi_M&S_TomKerridgeKitchenware_Q42025,2217707,Supermarket,2025-01-01,666661,3695
Mars,ORD-00292262_MarsSprinbake2025_M&MS_Jan-April,1924981,Food,2025-01-01,666656,16313
Alpine,ORD-00293691_Direct_Alpine_MGOMD_A290_TG_April_LD,2013489,Motoring,2025-01-01,666620,247
Alpine,ORD-00293691_Direct_Alpine_MGOMD_A290_TG_April_LD,2013489,Motoring,2025-01-01,666564,299
Warner - Tom Kerridge,ORD-00287390_Warner_TomKerridgeShow_Sep,1775134,Entertainment,2024-01-01,663782,10585
Waitrose,PG_Waitrose_MGOMD_Summer_LD,2038961,Supermarket,2025-01-01,658909,15413
Beko,ORD-00293616_Beko_RunningTotal_GFKitchenvalue2025,1973988,Tech,2025-01-01,657726,0
National Geographic,PG_Nat_Geo_Publicis_Tsunami_Race Against_Time_November,1896920,Entertainment,2024-01-01,655649,0
The Walt Disney Company,PG_Disney_Elio_June_RON_02/06/25,2040079,Entertainment,2025-01-01,654309,14739
shell,ORD-00286771_Shell x Top Gear VPower,1733425,Motoring,2024-01-01,653288,1179
Disney+,PG_Disney+_Zenith_The Bear S3 2024,1671677,Entertainment,2024-01-01,651447,9134
Apple,ORD-00291464_Direct_Apple_Severance2 RT_Jan_LD,1890070,Entertainment,2025-01-01,650027,2125
E.ON,ORD-00291553_E.On Next 2025,1895637,Tech,2025-01-01,645297,11462
E.ON,ORD-00291553_E.On Next 2025,1895637,Tech,2025-01-01,645010,11384
Nestle - Maggi, PG_Nestle_Maggi_ 10/10-31/12_,1823799,Food,2024-01-01,644436,5054
Apple,ORD-00295569_Direct_Apple_SlowHorsesS5_ RT_Sept_LD,2125041,Entertainment,2025-01-01,641390,7038
Fortum & Mason,PG_Fortnum&Mason_Xmas_GF_Adnami Skin+MMA_Nov-Dec24,1837413,Food,2024-01-01,638016,7133
Diageo,ORD-00282260_ Diageo_Cocktail Widget_PHD_MarJun24,1604691,Alcohol,2024-01-01,637602,1928
Diageo,ORD-00282260_ Diageo_Cocktail Widget_PHD_MarJun24,1604691,Alcohol,2024-01-01,632144,179
Apple,ORD-00291463_Direct_Apple_PrimeTarget_ RT_Jan_LD,1894480,Entertainment,2025-01-01,630672,9151
Florette,ORD-00292672_Florette_Caratleeds_Partnership_May-July2025,1993798,Food,2025-01-01,628757,13564
Arla Lurpak,PG_Arla_LurpakPlant_Sept24,1789288,Food,2024-01-01,625223,1214
Saga,ORD-00284736 Saga Holiday_Dentsu_Skin+Standard_Jul24,1664796,Travel,2024-01-01,624149,3956
Finish,ORD-00285482 & ORD-00285447_Finish_Zenith_Q3,1696536,Food,2024-01-01,618542,2962
Abbott,ORD-00287639_Abbott_Freestyle Libre Healthy Diet_2024,1805926,Food,2024-01-01,616992,728
Abbott,ORD-00287639_Abbott_Freestyle Libre Healthy Diet_2024,1805926,Food,2024-01-01,616969,786
TV5 Monde,ORD-00290347_TV5Monde November 2024,1869288,Entertainment,2024-01-01,616258,5908
Kerrygold,ORD-00290861 Kerrygold_PHD Man_Q4 2024,1869178,Food,2024-01-01,615565,20670
The Walt Disney Company,PG_Disney_Zenith_Snow White_March 2025,1932203,Entertainment,2025-01-01,614961,12704
Post Office,ORD-00291044_PostOfficeSavings_TheStoryLab_Sept24-Mar25,1904969,Government,2025-01-01,614478,567
Holland & Barrett,ORD-00291348_H&B P3 Nutrition_Skins&MMA_Jan 25,1879540,Health,2025-01-01,612906,8714
Tesco,ORD-00293302_Tesco Easter - Digital Campaign,1973907,Supermarket,2025-01-01,612556,8632
Mars,ORD-00292262_MarsSprinbake2025_M&MS_Jan-April,1924981,Food,2025-01-01,611659,86
Alfa Romeo,ORD-00294948_Direct_Alfa Romeo_Q3_2025,2086008,Motoring,2025-01-01,609988,861
Cuprinol,ORD-00280426_Cuprinol_Q2 2024_Partnership_Mediahub,1580624,Health,2024-01-01,608609,7074
BYD,ORD-00298895_BYD Lead Gen_Top Gear Direct_Q1 2026,2280867,Motoring,2026-01-01,600211,2209
Holland & Barrett,ORD-00291348_H&B P3 Nutrition_Skins&MMA_Jan 25,1879540,Health,2025-01-01,599975,228
Hyundai Motor (UK),ORD-00291653_Hyundai_Regional_Innocean_Q1_25,1895619,Motoring,2025-01-01,598492,6210
Tesco,ORD-00290546 _BARTER Tesco Christmas 2024 Digital Campaign,1866821,Supermarket,2024-01-01,596842,616
Soberano,ORD-00290571 Soberano Sherry_Alchemy Media_Q4 digi GF,1837199,Alcohol,2024-01-01,595253,5676
The Crown Estate,ORD-00295181_TCE FOF 25_RunningTotal_IMAud&MMA_AugSept25,2080345,Food,2025-01-01,594330,5425
Waitrose,ORD-00293374_Direct_Waitrose_MGOMD_Easter25_LD,1969303,Supermarket,2025-01-01,594124,229
Waitrose,ORD-00293374_Direct_Waitrose_MGOMD_Easter25_LD,1969303,Supermarket,2025-01-01,593993,417
Nutracheck,Nutracheck,1856812,On-Demand,2024-01-01,591139,305
Post Office,ORD-00291044_PostOfficeSavings_TheStoryLab_Sept24-Mar25,1904969,Government,2025-01-01,591062,458
ITV,ITV_EMX_Q4 24 Planning_Digital and Print ,1852125,Entertainment,2024-01-01,588304,0
Disney+,PG_Disney+_Zenith_The Bear S3 2024,1671677,Entertainment,2024-01-01,585932,22916
Castello,ORD-00297085_Arla_Castello_Xmas_value,2198169,Food,2025-01-01,581168,5897
Ninja,Shark Ninja,1912836,Tech,2024-01-01,580748,15394
Energizer,PG_Armor All_May-Jul '25_TG,2092794,Motoring,2025-01-01,580370,286
Aviva,PG_Aviva_Health_RON_20/05,2053912,Health,2025-01-01,580139,12124
Cuprinol,ORD-00280426_Cuprinol_Q2 2024_Partnership_Mediahub,1580624,Health,2024-01-01,580000,1389
Post Office,ORD-00291044_PostOfficeSavings_TheStoryLab_Sept24-Mar25,1904969,Government,2025-01-01,579896,1201
Apple,ORD-00288149+ORD-00287960 Apple Slow Horses x BFI,1770104,Entertainment,2024-01-01,579855,4166
Gousto,ORD-00297780_Gousto_brandpartnership_26,2224957,Food,2025-01-01,579405,9142
Post Office,ORD-00291044_PostOfficeSavings_TheStoryLab_Sept24-Mar25,1904969,Government,2025-01-01,578910,510
bet365,ORD-00291479_bet365 H1 2025,1900569,Gambling,2025-01-01,577769,23709
Abarth,ORD-00295098_Abarth_600E_Q2_+_Q3_TG,2085940,Motoring,2025-01-01,577389,5681
Wargaming Group Ltd,ORD-00278599_WarThunder_IM_Hist/RT_2024,1596290,Gaming,2024-01-01,576698,35268
Jaguar Landrover,ORD-00293258_Direct - JLR_Hearts & Science_Octa_Q1,1962013,Motoring,2025-01-01,576640,805
National Geographic,PG_Nat Geo: Megastructures_Dec 2024,1857117,Entertainment,2024-01-01,575623,5205
Audible,Audible_wavemaker_Comedy_July25,2054149,Entertainment,2025-01-01,571784,695
Castello,ORD-00297085_Arla_Castello_Xmas_value,2198169,Food,2025-01-01,569269,5954
Pernod Ricard,PG_MGOMD_Pernod_Altos_June/July_LD,1713659,Alcohol,2024-01-01,566668,4799
Pernod Ricard,PG_MGOMD_Pernod_Altos_June/July_LD,1713659,Alcohol,2024-01-01,566655,4627
Kerrygold,ORD-00292017_Kerrygold_PHDManchester_partnership2025,1959016,Food,2025-01-01,565460,11981
Lidl,ORD-00290345_Direct_Lidl_OMD_Christmas_24_LD,1876516,Supermarket,2024-01-01,564895,5217
Itsu ,ORD-00287826_Direct - Itsu_Yonder_Summer Brief_Sept 2024,1748340,Food,2024-01-01,563316,5010
National Geographic,PG_Nat Geo: Defending Europe_RT History Sep,1760336,Entertainment,2024-01-01,562761,7882
Abbott,ORD-00295651 Abbott Freestyle Libre ,2193187,Food,2025-01-01,560236,5348
Abbott,ORD-00295651 Abbott Freestyle Libre ,2193187,Food,2026-01-01,560206,4982
Kerrygold,ORD-00299430_Kerrygold_PHD_GF_StPatricksDay_Skin&MMA_Mar25,2280231,Food,2026-01-01,557150,3897
Disney+,PG_Disney+_Zenith_The Bear S3 2024,1671677,Entertainment,2024-01-01,557043,23357
ITV,ITV_EMX_Q4 24 Planning_Digital and Print ,1852125,Entertainment,2024-01-01,555895,429
Disney+,PG_Disney_Moana 2_Nov 2024,1827805,Entertainment,2024-01-01,554924,9950
Gousto,ORD-00297780_Gousto_brandpartnership_26,2224957,Food,2025-01-01,551889,9832
Marks & Spencer,ORD-00290864 Direct-M&S-Mindshare- Xmas digital - 4th November - 28th November,1876342,Food,2024-01-01,550274,404
bet365,ORD-00291479_bet365 H1 2025,1900569,Gambling,2025-01-01,550149,813
Winalot,Winalot 2024_OpenMind_WPP,1647224,Pets,2024-01-01,550001,249
Disney+,PG_Disney+_Zenith_The Stolen Girl_16 April - 4th May,1976741,Entertainment,2025-01-01,546928,5267
Disney+,PG_Disney+_Zenith_The Stolen Girl_16 April - 4th May,1976741,Entertainment,2025-01-01,546023,6272
Waitrose,ORD-00289156_Direct_Waitrose_MGOMD_No.1_Oct_LD,1781537,Supermarket,2024-01-01,545461,4734
Apple,ORD-00288149+ORD-00287960 Apple Slow Horses x BFI,1770104,Entertainment,2024-01-01,535006,5417
Marks & Spencer,ORD-00290864 Direct-M&S-Mindshare- Xmas digital - 4th November - 28th November,1876342,Food,2024-01-01,533354,676
National Geographic,PG_Nat_Geo_Publicis_Tsunami_Race Against_Time_November,1896920,Entertainment,2024-01-01,532499,3117
Apple,PG_Apple_MGOMD_PresumedInnocent_Playstream_June_LD,1685584,Entertainment,2024-01-01,532319,458
Renault,ORD-00292825 Direct_MGOMD_RenaultR5_TopGear_March_LD,1946202,Motoring,2025-01-01,530993,498
Sainsburys,ORD-00293866_Sainsbury's Q2 TTD Campaign 2025,2003631,Supermarket,2025-01-01,530350,5776
bet365,ORD-00291479_bet365 H1 2025,1900569,Gambling,2025-01-01,526023,497
HBO Max,ORD-00299155_HBOMAX_Radio_Times_2026,2293143,Entertainment,2026-01-01,524918,5712
Sainsburys,PG_Sainsbury's_EMX_Weekly Moments_10/06-31/08_RT,1757525,Food,2024-01-01,524897,1459
Sainsburys,PG_Sainsbury's_EMX_Weekly Moments_10/06-31/08_RT,1757525,Food,2024-01-01,524843,1607
Visa,PG_Visa_Q4_2025_December&January,2221526,Retail,2026-01-01,524378,4526
National Geographic,PG_Nat Geo_Zenith_David Blaine_24/03/25,1943612,Entertainment,2025-01-01,522216,0
Apple,ORD-00291464_Direct_Apple_Severance2 RT_Jan_LD,1890070,Entertainment,2025-01-01,521720,10863
Cuprinol,ORD-00280426_Cuprinol_Q2 2024_Partnership_Mediahub,1580624,Health,2024-01-01,520064,4886
Apple,ORD-00288652_ORD-00288653 _ORD-00289004__ ORD-00289077Direc t_Apple_MGOMD_RT_Marcomms_Sept_LD (IPhone),1863128,Entertainment,2024-01-01,517244,253
Apple,ORD-00289077Direct_Apple_MGOMD_RT_Marcomms_Sept_LD (IPhone),1792821,Entertainment,2024-01-01,517244,253
Apple,"ORD-00292528,_ORD-00292529_Direct_Apple_MGOMD_RT_Marcomms_FebMarchLD",1965163,Entertainment,2025-01-01,517202,261
Apple,ORD-00286576_Direct_Apple_MGOMD_RT_TheInstigators_LD,1725540,Entertainment,2024-01-01,515690,10372
Sarson's,ORD-00288776_Sarsons Vinegar_Brewed for Food Burst 2_Food_Sep24,1789636,Food,2024-01-01,514364,3910
Disney+,PG_Disney_Inside Out 2 EHV_Aug 24,1731379,Entertainment,2024-01-01,513673,8057
Waitrose,PG_Waitrose_MGOMD_Christmas_November/Dec_24_LD,1854565,Supermarket,2024-01-01,513361,4577
Diageo,ORD-00290180_Diageo_Christmas Cocktail Widget_PHD_Oct-Dec24,1888448,Alcohol,2024-01-01,512690,1086
Itsu ,ORD-00287826_Direct - Itsu_Yonder_Summer Brief_Sept 2024,1748340,Food,2024-01-01,511414,382
ITV,PG - ITV Red Eye S2 December 2025,2229998,Entertainment,2025-01-01,509333,11760
National Geographic,PG_Nat Geo_Zenith_David Blaine_24/03/25,1943612,Entertainment,2025-01-01,507359,3173
ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,1835419,Tech,2024-01-01,504168,220
ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,1835419,Tech,2024-01-01,504165,382
ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,1835419,Tech,2024-01-01,504151,344
ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,1835419,Tech,2024-01-01,504143,410
ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,ORD-00290307 Microsoft Consumer // Direct // Dentsu // 4th Nov - 17th Jan,1835419,Tech,2024-01-01,504130,766
Knorrr,ORD-00288397_Knorr Moments Digi 2024,1781575,Food,2024-01-01,503152,3860
Morrisons,ORD-00292183_Morrisons 2025 partnership_Wavemaker_Feb-Oct25,1940739,Supermarket,2025-01-01,501264,6272
BSskyb,ORD-00295733_Sky X Netflix_Zenith_Partnership_September,2125057,Entertainment,2025-01-01,500858,79
Florette,ORD-00292672_Florette_Caratleeds_Partnership_May-July2025,1993798,Food,2025-01-01,500203,373
Centrum,ORD-00291473_Centrum_Spark_Vitamins 2025,1896853,Health,2025-01-01,500058,3095
ASDA,ASDA_Spark_AV,2226535,Supermarket,2025-01-01,500043,184
ITV,ITV_EMX_Q4 24 Planning_Digital and Print ,1852125,Entertainment,2024-01-01,500036,6972
Aldi,PG_Aldi Jan_Olive_GoodFood_CMT-Which-Promotion,1877160,Supermarket,2025-01-01,500024,3977
Omada,ORD-00297056 Omoda Lead Gen_Top Gear Direct_Q4 2025,2228925,Motoring,2025-01-01,500020,257
Aldi,PG_Aldi_December_Olive_GoodFood,2245377,Supermarket,2025-01-01,500019,9171
Ocado,ORD-00285279_Ocado Made For Mums 2024,1798599,Parenting,2024-01-01,500014,4900
Princess Cruises ,ORD-00277435_Princess 24 partnership_7 STars_Dec-May,1525755,Travel,2024-01-01,500006,7804
Aldi,PG_Aldi_December_Olive_GoodFood,2245377,Supermarket,2025-01-01,500006,5958
ASDA,ASDA_Spark_AV,2226535,Supermarket,2025-01-01,499996,135
Lidl,ORD-00292527_Direct_Lidl_Fresh_FebMarch25_LD,1981602,Food,2025-01-01,499994,7587
Centrum,ORD-00291473_Centrum_Spark_Vitamins 2025,1896853,Health,2025-01-01,499592,6069
Turtle Wax,PG_Turtle WaxUK_26PMX_SkinMMA_TG_JunAug25,2047684,Motoring,2025-01-01,498378,4033
Centrum,ORD-00291473_Centrum_Spark_Vitamins 2025,1896853,Health,2025-01-01,497463,4479
BMW,ORD-00289484 BMW i5_Dentsu_Top Gear EV TO_Nov 24,1808769,Motoring,2024-01-01,496822,2307
Aldi,ORD-00288560_Aldi Halloween Digi 2024,1787291,Food,2024-01-01,496394,5084
Nintendo,ORD-00288651 Nintendo: Echoes of Wisdom,1814079,Gaming,2024-01-01,492661,4242
Tesco,ORD-00293302_Tesco Easter - Digital Campaign,1973907,Supermarket,2025-01-01,489904,4595
BYD,ORD-00298895_BYD Lead Gen_Top Gear Direct_Q1 2026,2280867,Motoring,2026-01-01,485590,515
Sainsburys,PG_Sainsbury's_EMX_Weekly Moments_10/06-31/08_RT,1757525,Food,2024-01-01,484050,1273
Apple,ORD-00289077Direct_Apple_MGOMD_RT_Marcomms_Sept_LD (IPhone),1792821,Entertainment,2024-01-01,481700,1968
Apple,ORD-00288652_ORD-00288653 _ORD-00289004__ ORD-00289077Direc t_Apple_MGOMD_RT_Marcomms_Sept_LD (IPhone),1863128,Entertainment,2024-01-01,481700,1968
Ninja,Shark Ninja,1912836,Tech,2024-01-01,480249,248
Morrisons,ORD-00292183_Morrisons 2025 partnership_Wavemaker_Feb-Oct25,1940739,Supermarket,2025-01-01,478536,2062
Jason's Sourdough,ORD-00295058/Jason's Sourdough_Alchemy Media,2117950,Food,2025-01-01,476205,4960
Filippo Berrio,Connect_SF__Filippo Berio_ORD-00297235_Filippo_Berrio_Mediaplus_Xmas25SkinMMA_Dec25,2210671,Food,2025-01-01,476201,4479
Sainsburys,PG_Sainsbury's_EMX_Weekly Moments_10/06-31/08_RT,1757525,Food,2024-01-01,470068,4864
Sainsburys,PG_Sainsbury's_EMX_Weekly Moments_10/06-31/08_RT,1757525,Food,2024-01-01,470057,4815
Wargaming Group Ltd,ORD-00278599_WarThunder_IM_Hist/RT_2024,1596290,Gaming,2024-01-01,468311,19883
Jaguar Landrover,ORD-00293258_Direct - JLR_Hearts & Science_Octa_Q1,1982913,Motoring,2025-01-01,465329,739
Ford,ORD-00294423 & ORD-00294461_Direct_ Digi_Ford Power Promise Part 1,2030355,Motoring,2025-01-01,463868,11322
Mars,ORD-00292262_MarsSprinbake2025_M&MS_Jan-April,1924981,Food,2025-01-01,462302,103
Aldi,ORD-00294289&ORD-00294893_Direct_Aldi Summer Hub_2025,2023846,Supermarket,2025-01-01,458621,12892
bet365,ORD-00294741_bet365 H2 2025,2079425,Gambling,2025-01-01,457673,24262
bet365,ORD-00294741_bet365 H2 2025,2079425,Gambling,2025-01-01,457597,25677
Morrisons,ORD-00292183_Morrisons 2025 partnership_Wavemaker_Feb-Oct25,1940739,Supermarket,2025-01-01,454286,2905
Universal Pictures,PG_BridgetJones/UP_Social&Video_EMN_Feb25,1926357,Entertainment,2025-01-01,451801,552
Aldi,PG_Aldi Jan_Olive_GoodFood_FWO,1877174,Supermarket,2025-01-01,450010,4983
Damart, PG_Damart 2025_26PMX_MMA_OctNov25_Burst-2,2172501,Retail,2025-01-01,444466,6908
Damart,PG_Damart 2025_26PMX_MMA_OctNov25,2134158,Retail,2025-01-01,444452,5950
Apple,"ORD-00292528,_ORD-00292529_Direct_Apple_MGOMD_RT_Marcomms_FebMarchLD",1965163,Entertainment,2025-01-01,444443,2962
National Theatre,ORD-00291639_National Theatre At Home Q1 Campaign,1936550,Entertainment,2025-01-01,442593,8240
Finish,ORD-00295079_Finish_Zenith_2025/26 partnership - July-June,2202971,Food,2025-01-01,437256,8852
Waitrose,ORD-00289156_Direct_Waitrose_MGOMD_No.1_Oct_LD,1781537,Supermarket,2024-01-01,435589,8794
Nintendo,ORD-00288651 Nintendo: Echoes of Wisdom,1814079,Gaming,2024-01-01,435065,9157
Sainsburys,PG_Sainsbury's_EMX_Weekly Moments_10/06-31/08_RT,1757525,Food,2024-01-01,433488,4041
Alpine,ORD-00294937_Direct_Alpine_MGOMD_TG_Q3_LD,2085964,Motoring,2025-01-01,433010,5498
Apple,ORD-00286876 _Direct_Apple_MGOMD_BadMonkey_Aug_LD,1721087,Entertainment,2024-01-01,431034,133
Apple,ORD-00288149+ORD-00287960 Apple Slow Horses x BFI,1770104,Entertainment,2024-01-01,430164,3741
Omada,ORD-00297056 Omoda Lead Gen_Top Gear Direct_Q4 2025,2228925,Motoring,2025-01-01,429146,289
Apple,ORD-00289077Direct_Apple_MGOMD_RT_Marcomms_Sept_LD (IPhone),1792821,Entertainment,2024-01-01,428582,1493
Apple,ORD-00288652_ORD-00288653 _ORD-00289004__ ORD-00289077Direc t_Apple_MGOMD_RT_Marcomms_Sept_LD (IPhone),1863128,Entertainment,2024-01-01,428582,1493
Quickline Broadband,Quickline Broadband_ORD-00298403&ORD-00298567,2237189,Tech,2026-01-01,428492,3508
The Crown Estate,PG_FOF24_Crown Estate Digital_GF Midscroll_Aug24,1722605,Food,2024-01-01,428445,2212
Apple,"ORD-00292528,_ORD-00292529_Direct_Apple_MGOMD_RT_Marcomms_FebMarchLD",1965163,Entertainment,2025-01-01,427826,1591
Disney+,PG_Digital_Disney_Zenith_InsideOut2MayJun-2024,1639286,Entertainment,2024-01-01,427514,7044
Apple,ORD-00289207 _Direct_Apple_MGOMD_RT_Disclaimers_Oct_LD,1863561,Entertainment,2024-01-01,425963,177
Diageo,ORD-Multi_Diageo_H1 24 Gins Partnership_PHD_July-Dec24,1807305,Alcohol,2024-01-01,425003,1392
The Walt Disney Company,Order_PG_Disney_Zenith_Hoppers,2259041,Entertainment,2026-01-01,423090,7139
Post Office,ORD-00291044_PostOfficeSavings_TheStoryLab_Sept24-Mar25,1904969,Government,2025-01-01,420723,337
bet365,ORD-00291479_bet365 H1 2025,1900569,Gambling,2025-01-01,420459,573
BBC Good Food,ORD-00292020_Tesco Food 3.0 - Feb Campaign. Digital,1912811,Supermarket,2025-01-01,420439,4018
BBC Good Food,ORD-00292020_Tesco Food 3.0 - Feb Campaign. Digital,1912811,Supermarket,2025-01-01,420385,4434
bet365,ORD-00298020_bet365 H1 2026,2238101,Gambling,2026-01-01,420310,424
bet365,ORD-00291479_bet365 H1 2025,1900569,Gambling,2025-01-01,420121,318
bet365,ORD-00298020_bet365 H1 2026,2238101,Gambling,2026-01-01,420061,375
bet365,ORD-00294741_bet365 H2 2025,2079425,Gambling,2025-01-01,420037,424
bet365,ORD-00294741_bet365 H2 2025,2079425,Gambling,2025-01-01,420034,366
bet365,ORD-00294741_bet365 H2 2025,2079425,Gambling,2025-01-01,420032,361
bet365,ORD-00294741_bet365 H2 2025,2079425,Gambling,2025-01-01,420025,363
bet365,ORD-00298020_bet365 H1 2026,2238101,Gambling,2026-01-01,420003,492
bet365,ORD-00291479_bet365 H1 2025,1900569,Gambling,2025-01-01,419983,496
Ruth Strauss Foundation,ORD-00294982 RSF x Immediate 2025,2141293,Health,2025-01-01,417059,143
Arla Lurpak,PG_Arla_LurpakPlant_Sept24,1789288,Food,2024-01-01,416936,3999
Arla Lurpak,PG_Arla_LurpakPlant_Sept24,1789288,Food,2024-01-01,416871,4483
Aldi,PG_Aldi_Sept_Oct_Olive_GoodFood,2230444,Supermarket,2025-01-01,416675,118
Tesco,ORD-00296514_Tesco Food Is Everything Oct 2025,2167250,Supermarket,2025-01-01,415326,8376
Gousto,ORD-00297780_Gousto_brandpartnership_26,2224957,Food,2025-01-01,411101,4890
The Walt Disney Company,PG_Disney_Zenith_Snow White_March 2025,1932203,Entertainment,2025-01-01,409697,8810
ITV,PG - ITV Red Eye S2 December 2025,2229998,Entertainment,2025-01-01,405504,2547
Renault,ORD-00292825 Direct_MGOMD_RenaultR5_TopGear_March_LD,1946202,Motoring,2025-01-01,404815,603
Kerrygold,ORD-00299430_Kerrygold_PHD_GF_StPatricksDay_Skin&MMA_Mar25,2280231,Food,2026-01-01,403994,39
Energizer,PG_Armor All_May-Jul '25_TG,2092794,Motoring,2025-01-01,403414,471
Lego UK,ORD-00285443_LEGO_INITIATIVE_DRIVE_JUNE/JULY,1722584,Parenting,2024-01-01,400048,1682
Tesco,ORD-00293302_Tesco Easter - Digital Campaign,1973907,Supermarket,2025-01-01,400018,1330
Sky,ORD-00291224_sky screen test Lockerbie,1887190,Entertainment,2024-01-01,400009,6094
Asda,ORD-00290869 Direct - Asda_Spark_Christmas 2024,1870866,Food,2024-01-01,400006,7452
Apple,ORD-00291463_Direct_Apple_PrimeTarget_ RT_Jan_LD,1894480,Entertainment,2025-01-01,400002,8863
Winalot,Winalot 2024_OpenMind_WPP,1647224,Pets,2024-01-01,400000,345
Alpine,ORD-00293691_Direct_Alpine_MGOMD_A290_TG_April_LD,2013489,Motoring,2025-01-01,399975,184
Waitrose,PG_Waitrose_MGOMD_No1_Oct_LD,2139412,Supermarket,2025-01-01,398605,3572
ITV,ITV_EMX_Q4 24 Planning_Digital and Print ,1852125,Entertainment,2024-01-01,393061,339
