segment_name,platform,reach,category,description,plain_english,code,frequency,window,icon_key
80s TV Show Fans,Permutive,1781392,Arts & Entertainment,This is a segment of users who have browsed for 80s tv show content at least 2 times at any point in time.,Regularly browses 80s tv show content,28368,R,All Time,arts-entertainment
Powered Tools Fans,Permutive,2647,Gardening,This is a segment of users who have browsed for powered tools content at least once at any point in time.,Occasionally browses powered tools content,209474,O,All Time,gardening
Virgin Media Users Fans,Permutive,1225492,Internet Service Provider,This is a segment of users who have browsed for virgin media users content at least once in the last 30 days.,Occasionally browses virgin media users content,164444,O,30 Days,internet-service-provider
Factual TV Shows Fans,Permutive,573167,Arts & Entertainment,This is a segment of users who have browsed for factual tv shows content at least 2 times at any point in time.,Regularly browses factual tv shows content,43748,R,All Time,arts-entertainment
Sports Cars Fans,Permutive,37366,Auto,This is a segment of users who have browsed for sports cars content at least 2 times at any point in time.,Regularly browses sports cars content,10302,R,All Time,auto
Holiday Gifting Intenders Fans,Permutive,590673,ATRIA,This is a segment of users who have browsed for holiday gifting intenders content at any point in time.,Browses holiday gifting intenders content,252164,,,atria
Health conscious Fans,Permutive,566758,Food & Drink,This is a segment of users who have browsed for health conscious content at least 2 times at any point in time.,Regularly browses health conscious content,7604,R,All Time,food-drink
Mediterranean Fans,Permutive,83310,Food & Drink,This is a segment of users who have browsed for mediterranean content at least 2 times at any point in time.,Regularly browses mediterranean content,22137,R,All Time,food-drink
Baking Fans,Permutive,2282660,Food & Drink,This is a segment of users who have browsed for baking content at least 2 times at any point in time.,Regularly browses baking content,7318,R,All Time,food-drink
Saloons Fans,Permutive,1139057,Auto,This is a segment of users who have browsed for saloons content at least 2 times at any point in time.,Regularly browses saloons content,10300,R,All Time,auto
History extra Fans,Permutive,167005,Interest,This is a segment of users who have browsed for history extra content at least 2 times at any point in time.,Regularly browses history extra content,8048,R,All Time,interest
Fried food Fans,Permutive,524233,Food & Drink,This is a segment of users who have browsed for fried food content at least 2 times in the last 90 days.,Regularly browses fried food content,136161,R,90 Days,food-drink
Gluten Free Fans,Permutive,103784,Food & Drink,This is a segment of users who have browsed for gluten free content at least 2 times at any point in time.,Regularly browses gluten free content,9887,R,All Time,food-drink
Family Meal Planners Fans,Permutive,1598069,Food & Drink,This is a segment of users who have browsed for family meal planners content at least 2 times in the last 90 days.,Regularly browses family meal planners content,7069,R,90 Days,food-drink
Soaps Lookalike,Permutive,635681,Arts & Entertainment,This is a lookalike segment based on the 'Soaps Fans' seed segment.,Regularly browses related content,124373,R,90 Days,arts-entertainment
Picnic -Food & Drink -Analytics-Food Cuisine Fans,Permutive,3135,Uncategorised,This is a segment of users who have browsed for picnic -food & drink -analytics-food cuisine content at any point in time.,Browses picnic -food & drink -analytics-food cuisine content,15332,,,uncategorised
Euphoria Fans,Permutive,90396,Arts & Entertainment,This is a segment of users who have browsed for euphoria content at least once at any point in time.,Occasionally browses euphoria content,251499,O,All Time,arts-entertainment
Silent Hill Fans,Permutive,2412,Gaming,This is a segment of users who have browsed for silent hill content at least once at any point in time.,Occasionally browses silent hill content,207001,O,All Time,gaming
Moroccan Fans,Permutive,56738,Food & Drink,This is a segment of users who have browsed for moroccan content at least 2 times at any point in time.,Regularly browses moroccan content,22141,R,All Time,food-drink
Nuts Fans,Permutive,91435,Food & Drink,This is a segment of users who have browsed for nuts content at least once at any point in time.,Occasionally browses nuts content,272384,O,All Time,food-drink
Viking Fans,Permutive,17288,Arts & Entertainment,This is a segment of users who have browsed for viking content at least once at any point in time.,Occasionally browses viking content,31024,O,All Time,arts-entertainment
Foodies -Food & Drink -Analytics-Food Fans,Permutive,4154124,Uncategorised,This is a segment of users who have browsed for foodies -food & drink -analytics-food content at any point in time.,Browses foodies -food & drink -analytics-food content,15325,,,uncategorised
Iron Rich Vegetarian Fans,Permutive,2063,Food & Drink,This is a segment of users who have browsed for iron rich vegetarian content at least 2 times at any point in time.,Regularly browses iron rich vegetarian content,22075,R,All Time,food-drink
Black History Fans,Permutive,139,Interest,This is a segment of users who have browsed for black history content at least once at any point in time.,Occasionally browses black history content,243508,O,All Time,interest
Travel Intenders Fans,Permutive,367941,Travel,This is a segment of users who have browsed for travel intenders content at least 2 times at any point in time.,Regularly browses travel intenders content,7773,R,All Time,travel
Supermini Fans,Permutive,51841,Auto,This is a segment of users who have browsed for supermini content at least 2 times at any point in time.,Regularly browses supermini content,10192,R,All Time,auto
Orbea Favourite Cycling brands Fans,Permutive,166799,Sports,This is a segment of users who have browsed for orbea favourite cycling brands content at least 2 times at any point in time.,Regularly browses orbea favourite cycling brands content,40650,R,All Time,sports
Indian Fans,Permutive,3623,Food & Drink,This is a segment of users who have browsed for indian content at least 2 times at any point in time.,Regularly browses indian content,61294,R,All Time,food-drink
Good Food Wellness Fans Lookalike,Permutive,175878,Food & Drink,This is a lookalike segment based on the 'Good Food Wellness Fans' seed segment.,Regularly browses related content,241070,R,90 Days,food-drink
Film fans,Permutive,666308,Arts & Entertainment,This is a segment of users who have browsed for film fans content at least 2 times at any point in time.,Regularly browses film fans content,6457,R,All Time,arts-entertainment
Ad View Fans,Permutive,1,RiverStreet MPU Q1,This is a segment of users who have browsed for ad view content at any point in time.,Browses ad view content,13074,,,riverstreet-mpu-q1
Virtual Reality Fans,Permutive,11401,Interest,This is a segment of users who have browsed for virtual reality content at least 2 times at any point in time.,Regularly browses virtual reality content,120677,R,All Time,interest
Euro fans,Permutive,23146,Arts & Entertainment,This is a segment of users who have browsed for euro fans content at least 2 times at any point in time.,Regularly browses euro fans content,72977,R,All Time,arts-entertainment
Sports Enthusiasts Fans,Permutive,585044,Uncategorised,This is a segment of users who have browsed for sports enthusiasts content at least 2 times at any point in time.,Regularly browses sports enthusiasts content,27601,R,All Time,uncategorised
Baby Content Lookalike,Permutive,397838,Parenting,This is a lookalike segment based on the 'Baby Content Fans' seed segment.,Occasionally browses related content,93404,O,All Time,parenting
Tom Kerridge Fans,Permutive,161137,Food & Drink,This is a segment of users who have browsed for tom kerridge content at least 2 times at any point in time.,Regularly browses tom kerridge content,151205,R,All Time,food-drink
